GAMEID,GAMEDATE,QUARTER,MINUTE,SECOND,OFFENSETEAM,DEFENSETEAM,DOWN,TOGO,YARDLINE,DESCRIPTION,SEASONYEAR,YARDS,FORMATION,PLAYTYPE,PASSTYPE,RUSHDIRECTION,YARDLINEFIXED,YARDLINEDIRECTION,PLAY
2016090800,2016-09-08,4,5,53,CAR,DEN,1,10,77,(5:53) (SHOTGUN) 1-C.NEWTON LEFT TACKLE TO DEN 19 FOR 4 YARDS (29-B.ROBY).,2016,4,SHOTGUN,RUSH,,LEFT TACKLE,23,OPP,RUSH
2016090800,2016-09-08,4,8,52,CAR,DEN,2,5,30,(8:52) (NO HUDDLE) 28-J.STEWART LEFT TACKLE TO CAR 33 FOR 3 YARDS (52-C.NELSON).,2016,3,NO HUDDLE,RUSH,,LEFT TACKLE,30,OWN,RUSH
2016090800,2016-09-08,4,0,51,CAR,DEN,1,10,47,(:51) (SHOTGUN) 1-C.NEWTON PASS INCOMPLETE SHORT LEFT TO 13-K.BENJAMIN (25-C.HARRIS).,2016,0,SHOTGUN,PASS,SHORT LEFT,,47,OWN,PASS
2016090800,2016-09-08,4,14,50,CAR,DEN,1,10,25,(14:50) 28-J.STEWART LEFT TACKLE TO CAR 31 FOR 6 YARDS (52-C.NELSON).,2016,6,UNDER CENTER,RUSH,,LEFT TACKLE,25,OWN,RUSH
2016090800,2016-09-08,4,10,46,DEN,CAR,4,1,98,(10:46) 22-C.ANDERSON UP THE MIDDLE TO CAR 1 FOR 1 YARD (59-L.KUECHLY).,2016,1,UNDER CENTER,RUSH,,CENTER,2,OPP,RUSH
2016090800,2016-09-08,4,0,42,CAR,DEN,2,10,47,"(:42) (SHOTGUN) 1-C.NEWTON PASS INCOMPLETE SHORT LEFT [26-D.STEWART]. PENALTY ON DEN-26-D.STEWART, ROUGHING THE PASSER, OFFSETTING, ENFORCED AT CAR 47 - NO PLAY. PENALTY ON CAR-1-C.NEWTON, INTENTIONAL GROUNDING, OFFSETTING.",2016,0,SHOTGUN,PASS,SHORT LEFT,,47,OWN,PASS
2016090800,2016-09-08,4,12,41,DEN,CAR,3,1,86,(12:41) (SHOTGUN) 13-T.SIEMIAN SCRAMBLES RIGHT END PUSHED OB AT CAR 11 FOR 3 YARDS (27-R.MCCLAIN).,2016,3,SHOTGUN,SCRAMBLE,,,14,OPP,PASS
2016090800,2016-09-08,4,7,41,CAR,DEN,1,10,44,(7:41) (SHOTGUN) 28-J.STEWART RIGHT TACKLE TO CAR 47 FOR 3 YARDS (58-V.MILLER).,2016,3,SHOTGUN,RUSH,,RIGHT TACKLE,44,OWN,RUSH
2016090800,2016-09-08,4,6,36,CAR,DEN,1,10,65,"(6:36) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS SHORT MIDDLE TO 88-G.OLSEN TO DEN 23 FOR 12 YARDS (43-T.WARD).",2016,12,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,35,OPP,PASS
2016090800,2016-09-08,4,3,36,DEN,CAR,3,7,28,(3:36) (SHOTGUN) 13-T.SIEMIAN SACKED AT DEN 18 FOR -10 YARDS (33-T.BOSTON).,2016,-10,SHOTGUN,SACK,,,28,OWN,PASS
2016090800,2016-09-08,4,0,36,CAR,DEN,2,10,47,(:36) (SHOTGUN) 1-C.NEWTON PASS INCOMPLETE DEEP LEFT TO 88-G.OLSEN.,2016,0,SHOTGUN,PASS,DEEP LEFT,,47,OWN,PASS
2016090800,2016-09-08,4,11,34,DEN,CAR,2,7,92,(11:34) (SHOTGUN) 13-T.SIEMIAN PASS INCOMPLETE SHORT MIDDLE TO 88-D.THOMAS (33-T.BOSTON).,2016,0,SHOTGUN,PASS,SHORT MIDDLE,,8,OPP,PASS
2016090800,2016-09-08,4,9,30,DEN,CAR,3,1,99,"(9:30) (SHOTGUN) 22-C.ANDERSON UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",2016,1,SHOTGUN,RUSH,,CENTER,1,OPP,RUSH
2016090800,2016-09-08,4,11,29,DEN,CAR,3,7,92,"(11:29) (SHOTGUN) 13-T.SIEMIAN PASS SHORT LEFT TO 10-E.SANDERS TO CAR 1 FOR 7 YARDS (25-B.BENWIKERE). CAROLINA CHALLENGED THE FIRST DOWN RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 13-T.SIEMIAN PASS SHORT LEFT TO 10-E.SANDERS TO CAR 2 FOR 6 YARDS (25-B.BENWIKERE).",2016,7,SHOTGUN,PASS,SHORT LEFT,,8,OPP,PASS
2016090800,2016-09-08,4,0,29,CAR,DEN,3,10,47,"(:29) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS SHORT MIDDLE TO 13-K.BENJAMIN TO DEN 37 FOR 16 YARDS (36-K.WEBSTER).",2016,16,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,47,OWN,PASS
2016090800,2016-09-08,4,4,28,CAR,DEN,3,5,82,(4:28) (SHOTGUN) 1-C.NEWTON PASS INCOMPLETE SHORT RIGHT TO 17-D.FUNCHESS (21-A.TALIB).,2016,0,SHOTGUN,PASS,SHORT RIGHT,,18,OPP,PASS
2016090800,2016-09-08,4,9,26,CAR,DEN,1,10,25,(9:26) (SHOTGUN) 1-C.NEWTON LEFT TACKLE TO CAR 30 FOR 5 YARDS (51-T.DAVIS).,2016,5,SHOTGUN,RUSH,,LEFT TACKLE,25,OWN,RUSH
2016090800,2016-09-08,4,4,25,CAR,DEN,4,5,82,"(4:25) 9-G.GANO 36 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-8-A.LEE.",2016,0,FIELD GOAL,FIELD GOAL,,,18,OPP,KICK
2016090800,2016-09-08,4,13,25,DEN,CAR,2,1,86,(13:25) 22-C.ANDERSON RIGHT GUARD TO CAR 14 FOR NO GAIN (99-K.SHORT).,2016,0,UNDER CENTER,RUSH,,RIGHT GUARD,14,OPP,RUSH
2016090800,2016-09-08,4,1,24,CAR,DEN,2,5,39,"(1:24) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS INCOMPLETE SHORT LEFT TO 17-D.FUNCHESS (48-S.BARRETT).",2016,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,39,OWN,PASS
2016090800,2016-09-08,4,2,23,CAR,DEN,2,20,30,(2:23) (SHOTGUN) 1-C.NEWTON SCRAMBLES LEFT END PUSHED OB AT CAR 35 FOR 5 YARDS (29-B.ROBY).,2016,5,SHOTGUN,SCRAMBLE,,,30,OWN,PASS
2016090800,2016-09-08,4,4,21,DEN,CAR,1,10,25,(4:21) 13-T.SIEMIAN PASS INCOMPLETE SHORT RIGHT TO 88-D.THOMAS.,2016,0,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN,PASS
2016090800,2016-09-08,4,10,20,DEN,CAR,1,1,99,(10:20) 13-T.SIEMIAN PASS INCOMPLETE SHORT MIDDLE TO 85-V.GREEN (94-K.EALY).,2016,0,UNDER CENTER,PASS,SHORT MIDDLE,,1,OPP,PASS
2016090800,2016-09-08,4,1,19,CAR,DEN,3,5,39,(1:19) (SHOTGUN) 1-C.NEWTON PASS SHORT MIDDLE TO 88-G.OLSEN TO CAR 47 FOR 8 YARDS (43-T.WARD).,2016,8,SHOTGUN,PASS,SHORT MIDDLE,,39,OWN,PASS
2016090800,2016-09-08,4,4,17,DEN,CAR,2,10,25,(4:17) 22-C.ANDERSON RIGHT TACKLE TO DEN 28 FOR 3 YARDS (59-L.KUECHLY).,2016,3,UNDER CENTER,RUSH,,RIGHT TACKLE,25,OWN,RUSH
2016090800,2016-09-08,4,3,17,DEN,CAR,4,17,18,"(3:17) 9-R.DIXON PUNTS 42 YARDS TO CAR 40, CENTER-42-C.KREITER, DOWNED BY DEN-57-D.WATSON.",2016,0,PUNT,PUNT,,,18,OWN,KICK
2016090800,2016-09-08,4,10,16,DEN,CAR,2,1,99,(10:16) 22-C.ANDERSON LEFT TACKLE TO CAR 1 FOR NO GAIN (56-A.KLEIN).,2016,0,UNDER CENTER,RUSH,,LEFT TACKLE,1,OPP,RUSH
2016090800,2016-09-08,4,14,15,CAR,DEN,2,4,31,"(14:15) (SHOTGUN) 1-C.NEWTON PASS SHORT LEFT INTENDED FOR 13-K.BENJAMIN INTERCEPTED BY 25-C.HARRIS (25-C.HARRIS) AT CAR 38. 25-C.HARRIS TO CAR 38 FOR NO GAIN (68-A.NORWELL). PENALTY ON CAR-68-A.NORWELL, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT CAR 38.",2016,0,SHOTGUN,PASS,SHORT LEFT,,31,OWN,PASS
2016090800,2016-09-08,4,2,15,CAR,DEN,3,15,35,(2:15) (SHOTGUN) 1-C.NEWTON SACKED AT CAR 29 FOR -6 YARDS (58-V.MILLER).,2016,-6,SHOTGUN,SACK,,,35,OWN,PASS
2016090800,2016-09-08,4,0,14,CAR,DEN,2,10,63,"(:14) 1-C.NEWTON PASS SHORT LEFT TO 19-T.GINN RAN OB AT DEN 32 FOR 5 YARDS. THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD WAS CONFIRMED.",2016,5,UNDER CENTER,PASS,SHORT LEFT,,37,OPP,PASS
2016090800,2016-09-08,4,5,13,CAR,DEN,2,6,81,(5:13) 28-J.STEWART UP THE MIDDLE TO DEN 18 FOR 1 YARD (51-T.DAVIS).,2016,1,UNDER CENTER,RUSH,,CENTER,19,OPP,RUSH
2016090800,2016-09-08,4,12,9,DEN,CAR,1,10,89,(12:09) 22-C.ANDERSON UP THE MIDDLE TO CAR 8 FOR 3 YARDS (95-C.JOHNSON).,2016,3,UNDER CENTER,RUSH,,CENTER,11,OPP,RUSH
2016090800,2016-09-08,4,0,9,CAR,DEN,3,5,68,"(:09) 9-G.GANO 50 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-44-J.JANSEN, HOLDER-8-A.LEE.",2016,0,FIELD GOAL,FIELD GOAL,,,32,OPP,KICK
2016090800,2016-09-08,4,8,8,CAR,DEN,3,2,33,"(8:08) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS SHORT RIGHT TO 10-C.BROWN RAN OB AT CAR 44 FOR 11 YARDS.",2016,11,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,33,OWN,PASS
2016090800,2016-09-08,4,14,7,DEN,CAR,1,10,77,(14:07) 22-C.ANDERSON LEFT GUARD TO CAR 14 FOR 9 YARDS (20-K.COLEMAN).,2016,9,UNDER CENTER,RUSH,,LEFT GUARD,23,OPP,RUSH
2016090800,2016-09-08,4,3,6,CAR,DEN,1,15,35,(3:06) (SHOTGUN) 1-C.NEWTON SACKED AT CAR 30 FOR -5 YARDS (SACK SPLIT BY 51-T.DAVIS AND 94-D.WARE).,2016,-5,SHOTGUN,SACK,,,35,OWN,PASS
2016090800,2016-09-08,4,7,4,CAR,DEN,2,7,47,"(7:04) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS SHORT LEFT TO 88-G.OLSEN PUSHED OB AT DEN 35 FOR 18 YARDS (29-B.ROBY). PENALTY ON DEN-29-B.ROBY, ILLEGAL CONTACT, DECLINED.",2016,18,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,47,OWN,PASS
2016090800,2016-09-08,4,0,4,DEN,CAR,1,10,40,(:04) 13-T.SIEMIAN KNEELS TO DEN 39 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,40,OWN,RUSH
2016090800,2016-09-08,4,2,0,CAR,DEN,4,21,29,"(2:00) (SHOTGUN) 1-C.NEWTON PASS INCOMPLETE DEEP RIGHT TO 13-K.BENJAMIN (21-A.TALIB). PENALTY ON DEN-25-C.HARRIS, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT CAR 29 - NO PLAY.",2016,0,SHOTGUN,PASS,DEEP RIGHT,,29,OWN,PASS
2016090800,2016-09-08,4,15,0,DEN,CAR,1,10,75,"(15:00) (SHOTGUN) 13-T.SIEMIAN PASS SHORT LEFT TO 22-C.ANDERSON FOR 25 YARDS, TOUCHDOWN.",2016,25,SHOTGUN,PASS,SHORT LEFT,,25,OPP,PASS
2016091102,2016-09-11,1,13,59,HOU,CHI,1,10,41,"(13:59) 17-B.OSWEILER PASS SHORT MIDDLE TO 26-L.MILLER TO HOU 47 FOR 6 YARDS (50-J.FREEMAN, 91-E.GOLDMAN).",2016,6,UNDER CENTER,PASS,SHORT MIDDLE,,41,OWN,PASS
2016091106,2016-09-11,1,6,59,CIN,NYJ,1,10,36,(6:59) (SHOTGUN) 14-A.DALTON SACKED AT CIN 31 FOR -5 YARDS (99-S.MCLENDON).,2016,-5,SHOTGUN,SACK,,,36,OWN,PASS
2016091104,2016-09-11,1,0,59,SD,KC,3,1,69,(:59) 28-M.GORDON UP THE MIDDLE TO KC 27 FOR 4 YARDS (59-J.MARCH-LILLARD).,2016,4,UNDER CENTER,RUSH,,CENTER,31,OPP,RUSH
2016091110,2016-09-11,1,9,59,DAL,NYG,2,1,75,(9:59) (SHOTGUN) 21-E.ELLIOTT UP THE MIDDLE TO NYG 20 FOR 5 YARDS (95-J.HANKINS; 98-D.HARRISON).,2016,5,SHOTGUN,RUSH,,CENTER,25,OPP,RUSH
2016091112,2016-09-11,1,11,59,ARI,NE,4,6,44,"(11:59) 2-D.BUTLER PUNTS 38 YARDS TO NE 18, CENTER-86-K.CANADAY. 80-D.AMENDOLA TO NE 26 FOR 8 YARDS (20-D.BUCANNON).",2016,0,PUNT,PUNT,,,44,OWN,KICK
2016091101,2016-09-11,1,2,58,BAL,BUF,1,10,57,"(2:58) (NO HUDDLE, SHOTGUN) 5-J.FLACCO PASS DEEP RIGHT TO 11-K.AIKEN TO BUF 27 FOR 16 YARDS (28-R.DARBY).",2016,16,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,43,OPP,PASS
2016091110,2016-09-11,1,0,58,DAL,NYG,3,7,27,"(:58) (NO HUDDLE, SHOTGUN) 4-D.PRESCOTT PASS SHORT LEFT TO 82-J.WITTEN TO DAL 35 FOR 8 YARDS (52-J.CASILLAS).",2016,8,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,27,OWN,PASS
2016091110,2016-09-11,1,7,57,DAL,NYG,2,10,90,(7:57) 21-E.ELLIOTT RIGHT GUARD TO NYG 6 FOR 4 YARDS (98-D.HARRISON; 95-J.HANKINS).,2016,4,UNDER CENTER,RUSH,,RIGHT GUARD,10,OPP,RUSH
2016091100,2016-09-11,1,9,57,TB,ATL,4,16,75,"(9:57) 19-R.AGUAYO 43 YARD FIELD GOAL IS GOOD, CENTER-48-A.DEPAOLA, HOLDER-9-B.ANGER.",2016,0,FIELD GOAL,FIELD GOAL,,,25,OPP,KICK
2016091101,2016-09-11,1,14,57,BAL,BUF,1,10,14,(14:57) 29-J.FORSETT RIGHT END PUSHED OB AT BAL 20 FOR 6 YARDS (27-D.WILLIAMS).,2016,6,UNDER CENTER,RUSH,,RIGHT END,14,OWN,RUSH
2016091102,2016-09-11,1,4,57,HOU,CHI,3,24,10,(4:57) (SHOTGUN) 26-L.MILLER UP THE MIDDLE TO HOU 22 FOR 12 YARDS (50-J.FREEMAN).,2016,12,SHOTGUN,RUSH,,CENTER,10,OWN,RUSH
2016091104,2016-09-11,1,5,57,SD,KC,1,10,20,(5:57) 17-P.RIVERS PASS SHORT LEFT TO 13-K.ALLEN TO SD 35 FOR 15 YARDS (20-S.NELSON).,2016,15,UNDER CENTER,PASS,SHORT LEFT,,20,OWN,PASS
2016091111,2016-09-11,1,12,57,IND,DET,1,10,35,(12:57) (SHOTGUN) 23-F.GORE RIGHT GUARD TO IND 39 FOR 4 YARDS (54-D.LEVY; 93-T.WALKER).,2016,4,SHOTGUN,RUSH,,RIGHT GUARD,35,OWN,RUSH
2016091112,2016-09-11,1,4,57,NE,ARI,3,4,35,(4:57) 28-J.WHITE UP THE MIDDLE TO NE 39 FOR 4 YARDS (51-K.MINTER).,2016,4,UNDER CENTER,RUSH,,CENTER,35,OWN,RUSH
2016091107,2016-09-11,1,9,56,PHI,CLE,2,9,81,"(9:56) (SHOTGUN) 11-C.WENTZ PASS DEEP LEFT TO 81-J.MATTHEWS FOR 19 YARDS, TOUCHDOWN.",2016,19,SHOTGUN,PASS,DEEP LEFT,,19,OPP,PASS
2016091109,2016-09-11,1,5,56,SEA,MIA,3,9,84,(5:56) (SHOTGUN) 3-R.WILSON SACKED AT MIA 21 FOR -5 YARDS (94-M.WILLIAMS).,2016,-5,SHOTGUN,SACK,,,16,OPP,PASS
2016091112,2016-09-11,1,1,56,NE,ARI,2,10,64,(1:56) 11-J.EDELMAN LEFT END TO ARI 29 FOR 7 YARDS (22-T.JEFFERSON).,2016,7,UNDER CENTER,RUSH,,LEFT END,36,OPP,RUSH
2016091103,2016-09-11,1,14,56,JAX,GB,1,10,18,(14:56) 24-T.YELDON UP THE MIDDLE TO JAX 24 FOR 6 YARDS (47-J.RYAN).,2016,6,UNDER CENTER,RUSH,,CENTER,18,OWN,RUSH
2016091103,2016-09-11,1,5,56,GB,JAX,1,10,3,(5:56) (SHOTGUN) 27-E.LACY UP THE MIDDLE TO GB 6 FOR 3 YARDS (51-P.POSLUSZNY).,2016,3,SHOTGUN,RUSH,,CENTER,3,OWN,RUSH
2016091104,2016-09-11,1,9,56,SD,KC,3,6,43,(9:56) (SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 16-TY.WILLIAMS PUSHED OB AT KC 24 FOR 33 YARDS (23-P.GAINES) [49-D.SORENSEN].,2016,33,SHOTGUN,PASS,SHORT LEFT,,43,OWN,PASS
2016091105,2016-09-11,1,14,56,NO,OAK,2,10,25,(14:56) (SHOTGUN) 9-D.BREES PASS INCOMPLETE SHORT LEFT TO 10-B.COOKS.,2016,0,SHOTGUN,PASS,SHORT LEFT,,25,OWN,PASS
2016091110,2016-09-11,1,13,56,DAL,NYG,3,1,34,(13:56) 21-E.ELLIOTT RIGHT GUARD TO DAL 37 FOR 3 YARDS (90-J.PIERRE-PAUL).,2016,3,UNDER CENTER,RUSH,,RIGHT GUARD,34,OWN,RUSH
2016091100,2016-09-11,1,14,55,ATL,TB,1,10,19,(14:55) 24-D.FREEMAN RIGHT TACKLE TO ATL 20 FOR 1 YARD (58-K.ALEXANDER).,2016,1,UNDER CENTER,RUSH,,RIGHT TACKLE,19,OWN,RUSH
2016091103,2016-09-11,1,8,55,JAX,GB,3,12,23,"(8:55) (SHOTGUN) 5-B.BORTLES PASS INCOMPLETE SHORT MIDDLE TO 15-A.ROBINSON. PENALTY ON GB-42-M.BURNETT, DEFENSIVE PASS INTERFERENCE, 4 YARDS, ENFORCED AT JAX 23 - NO PLAY.",2016,0,SHOTGUN,PASS,SHORT MIDDLE,,23,OWN,PASS
2016091104,2016-09-11,1,13,55,KC,SD,1,10,37,(13:55) 11-A.SMITH PASS SHORT RIGHT TO 32-S.WARE PUSHED OB AT SD 35 FOR 28 YARDS (20-D.LOWERY).,2016,28,UNDER CENTER,PASS,SHORT RIGHT,,37,OWN,PASS
2016091104,2016-09-11,1,11,55,KC,SD,4,4,71,"(11:55) 5-C.SANTOS 47 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-2-D.COLQUITT.",2016,0,FIELD GOAL,FIELD GOAL,,,29,OPP,KICK
2016091111,2016-09-11,1,9,55,IND,DET,3,15,49,(9:55) (SHOTGUN) 12-A.LUCK PASS SHORT MIDDLE TO 33-R.TURBIN TO DET 48 FOR 3 YARDS (92-H.NGATA).,2016,3,SHOTGUN,PASS,SHORT MIDDLE,,49,OWN,PASS
2016091108,2016-09-11,1,4,54,TEN,MIN,3,6,90,(4:54) (SHOTGUN) 8-M.MARIOTA PASS INCOMPLETE SHORT LEFT TO 82-D.WALKER.,2016,0,SHOTGUN,PASS,SHORT LEFT,,10,OPP,PASS
2016091100,2016-09-11,1,12,54,TB,ATL,1,10,38,(12:54) 22-D.MARTIN LEFT TACKLE TO TB 40 FOR 2 YARDS (99-A.CLAYBORN).,2016,2,UNDER CENTER,RUSH,,LEFT TACKLE,38,OWN,RUSH
2016091107,2016-09-11,1,2,54,PHI,CLE,1,10,70,(2:54) 24-R.MATHEWS RIGHT END TO CLE 26 FOR 4 YARDS (58-C.KIRKSEY).,2016,4,UNDER CENTER,RUSH,,RIGHT END,30,OPP,RUSH
2016091101,2016-09-11,1,12,54,BAL,BUF,3,1,34,(12:54) (NO HUDDLE) 28-T.WEST RIGHT TACKLE TO BAL 34 FOR NO GAIN (97-C.BRYANT).,2016,0,NO HUDDLE,RUSH,,RIGHT TACKLE,34,OWN,RUSH
2016091101,2016-09-11,1,4,54,BAL,BUF,2,8,11,"(4:54) (NO HUDDLE, SHOTGUN) 5-J.FLACCO PASS DEEP LEFT TO 18-B.PERRIMAN TO BAL 46 FOR 35 YARDS (24-S.GILMORE).",2016,35,NO HUDDLE SHOTGUN,PASS,DEEP LEFT,,11,OWN,PASS
2016091102,2016-09-11,1,14,54,HOU,CHI,1,10,27,"(14:54) (SHOTGUN) 26-L.MILLER UP THE MIDDLE TO HOU 35 FOR 8 YARDS (50-J.FREEMAN, 29-H.JONES-QUARTEY).",2016,8,SHOTGUN,RUSH,,CENTER,27,OWN,RUSH
2016091100,2016-09-11,1,7,54,ATL,TB,3,6,88,(7:54) (SHOTGUN) 2-M.RYAN SACKED AT TB 16 FOR -4 YARDS (91-R.AYERS).,2016,-4,SHOTGUN,SACK,,,12,OPP,PASS
2016091107,2016-09-11,1,7,54,PHI,CLE,2,6,30,(7:54) (SHOTGUN) 11-C.WENTZ PASS INCOMPLETE SHORT RIGHT TO 13-J.HUFF [94-C.NASSIB].,2016,0,SHOTGUN,PASS,SHORT RIGHT,,30,OWN,PASS
2016091109,2016-09-11,1,13,54,SEA,MIA,1,10,38,(13:54) (SHOTGUN) 3-R.WILSON PASS SHORT RIGHT TO 16-T.LOCKETT PUSHED OB AT SEA 44 FOR 6 YARDS (25-X.HOWARD).,2016,6,SHOTGUN,PASS,SHORT RIGHT,,38,OWN,PASS
2016091108,2016-09-11,1,14,54,TEN,MIN,1,10,29,(14:54) 29-D.MURRAY UP THE MIDDLE TO TEN 35 FOR 6 YARDS (98-L.JOSEPH; 96-B.ROBISON).,2016,6,UNDER CENTER,RUSH,,CENTER,29,OWN,RUSH
2016091100,2016-09-11,1,10,53,TB,ATL,1,10,81,(10:53) (SHOTGUN) 22-D.MARTIN LEFT END TO ATL 25 FOR -6 YARDS (59-D.CAMPBELL).,2016,-6,SHOTGUN,RUSH,,LEFT END,19,OPP,RUSH
2016091103,2016-09-11,1,12,53,JAX,GB,3,8,31,"(12:53) (SHOTGUN) 5-B.BORTLES PASS SHORT RIGHT INTENDED FOR 11-M.LEE INTERCEPTED BY 48-J.THOMAS (24-Q.ROLLINS) AT JAX 41. 48-J.THOMAS TO JAX 32 FOR 9 YARDS (65-B.LINDER). FUMBLES (65-B.LINDER), RECOVERED BY GB-33-M.HYDE AT JAX 29. 33-M.HYDE TO JAX 29 FOR NO GAIN (16-D.ROBINSON).",2016,9,SHOTGUN,PASS,SHORT RIGHT,,31,OWN,PASS
2016091107,2016-09-11,1,11,52,PHI,CLE,1,10,62,(11:52) (SHOTGUN) 34-K.BARNER UP THE MIDDLE TO CLE 33 FOR 5 YARDS (55-D.SHELTON).,2016,5,SHOTGUN,RUSH,,CENTER,38,OPP,RUSH
2016091100,2016-09-11,1,9,52,ATL,TB,1,10,25,(9:52) (SHOTGUN) 2-M.RYAN PASS DEEP RIGHT TO 12-M.SANU TO TB 16 FOR 59 YARDS (23-C.CONTE).,2016,59,SHOTGUN,PASS,DEEP RIGHT,,25,OWN,PASS
2016091101,2016-09-11,1,11,52,BAL,BUF,4,6,29,"(11:52) (PUNT FORMATION) 4-S.KOCH PUNTS 39 YARDS TO BUF 32, CENTER-46-M.COX, OUT OF BOUNDS.",2016,0,PUNT,PUNT,,,29,OWN,KICK
2016091103,2016-09-11,1,7,52,JAX,GB,1,10,41,(7:52) 24-T.YELDON UP THE MIDDLE TO JAX 39 FOR -2 YARDS (98-L.GUION).,2016,-2,UNDER CENTER,RUSH,,CENTER,41,OWN,RUSH
2016091105,2016-09-11,1,14,52,NO,OAK,3,10,25,"(14:52) (SHOTGUN) 9-D.BREES SACKED AT NO 21 FOR -4 YARDS (51-B.IRVIN). FUMBLES (51-B.IRVIN) [51-B.IRVIN], RECOVERED BY OAK-95-J.WARD AT NO 21. 95-J.WARD TO NO 21 FOR NO GAIN (73-J.EVANS).",2016,-4,SHOTGUN,SACK,,,25,OWN,PASS
2016091106,2016-09-11,1,11,52,NYJ,CIN,2,1,31,(11:52) (SHOTGUN) 14-R.FITZPATRICK SCRAMBLES UP THE MIDDLE TO NYJ 35 FOR 4 YARDS (96-C.DUNLAP).,2016,4,SHOTGUN,SCRAMBLE,,,31,OWN,PASS
2016091112,2016-09-11,1,0,52,ARI,NE,1,10,19,(:52) 3-C.PALMER PASS SHORT LEFT TO 31-D.JOHNSON TO ARI 45 FOR 26 YARDS (58-S.MCCLELLIN).,2016,26,UNDER CENTER,PASS,SHORT LEFT,,19,OWN,PASS
2016091107,2016-09-11,1,0,51,PHI,CLE,4,8,72,"(:51) 6-C.STURGIS 46 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-46-J.DORENBOS, HOLDER-8-D.JONES.",2016,0,FIELD GOAL,FIELD GOAL,,,28,OPP,KICK
2016091102,2016-09-11,1,6,51,HOU,CHI,1,10,24,"(6:51) 26-L.MILLER LEFT TACKLE TO HOU 24 FOR NO GAIN (29-H.JONES-QUARTEY). PENALTY ON HOU-74-C.CLARK, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT HOU 24 - NO PLAY.",2016,0,UNDER CENTER,RUSH,,LEFT TACKLE,24,OWN,RUSH
2016091103,2016-09-11,1,10,51,GB,JAX,4,1,80,(10:51) 27-E.LACY UP THE MIDDLE TO JAX 11 FOR 9 YARDS (39-T.GIPSON).,2016,9,UNDER CENTER,RUSH,,CENTER,20,OPP,RUSH
2016091104,2016-09-11,1,11,51,SD,KC,1,10,25,(11:51) (SHOTGUN) 17-P.RIVERS PASS SHORT MIDDLE TO 13-K.ALLEN TO SD 39 FOR 14 YARDS (59-J.MARCH-LILLARD).,2016,14,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN,PASS
2016091100,2016-09-11,1,1,51,ATL,TB,2,4,93,(1:51) 24-D.FREEMAN LEFT END TO TB 4 FOR 3 YARDS (51-DA.SMITH).,2016,3,UNDER CENTER,RUSH,,LEFT END,7,OPP,RUSH
2016091111,2016-09-11,1,11,51,IND,DET,3,4,41,(11:51) (SHOTGUN) 12-A.LUCK PASS SHORT MIDDLE TO 13-T.HILTON TO DET 46 FOR 13 YARDS (27-G.QUIN).,2016,13,SHOTGUN,PASS,SHORT MIDDLE,,41,OWN,PASS
2016091111,2016-09-11,1,4,51,DET,IND,1,10,79,"(4:51) (NO HUDDLE, SHOTGUN) 25-T.RIDDICK UP THE MIDDLE FOR 21 YARDS, TOUCHDOWN.",2016,21,NO HUDDLE SHOTGUN,RUSH,,CENTER,21,OPP,RUSH
2016091112,2016-09-11,1,3,50,NE,ARI,1,10,52,"(3:50) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 11-J.EDELMAN TO ARI 45 FOR 3 YARDS (32-T.MATHIEU, 92-F.RUCKER).",2016,3,SHOTGUN,PASS,SHORT RIGHT,,48,OPP,PASS
