index,GAMEID,GAMEDATE,QUARTER,MINUTE,SECOND,OFFENSETEAM,DEFENSETEAM,DOWN,TOGO,YARDLINE,DESCRIPTION,SEASONYEAR,YARDS,FORMATION,PLAYTYPE,PASSTYPE,RUSHDIRECTION,YARDLINEFIXED,YARDLINEDIRECTION,PLAY,ISTURF,UNDERROOF,WEATHER,HOMETEAM,AWAYTEAM,HOMESCORE,AWAYSCORE,HUMIDITY,TEMPERATURE,WINDSPEED,ISATHOME,SCORINGMARGIN
99999,201502010,2015-02-01,4,0,27,SEA,NE,2,1,99,"Russell Wilson pass incomplete short right intended for Ricardo Lockette is intercepted by Malcolm Butler at NWE--1 and returned for 3 yards. Penalty on NWE: Unsportsmanlike Conduct, 1 yards",2014,0,SHOTGUN,PASS,SHORT RIGHT,,1,OPP,PASS,0.0,1.0,UNKNOWN,NE,SEA,28.0,24.0,UNKNOWN,UNKOWN,UNKNOWN,0,-4.0
